T拼音	汉字	类别	意符	通用语	释义
bo2	踣	随动	sd	boksd	跌倒
bo2	薄	体貌	tm	boktm	厚度小的
bo2	礴	容量	rl	bokrl	同“磅”，英美制重量单位
bo2	魄	境况	jk	bokjk	形容潦倒失意
bo3	跛	疾病	jb	bofjb	腿或脚有病，走路时身体不平衡
bo3	簸	(劳作)		bof	用簸箕颠动米粮，扬去糠秕和灰尘
bo3	簸	劳作	lz	boflz	用簸箕颠动米粮，扬去糠秕和灰尘
bo4	柏	"木本,排序"	mbp	bpdmbp	〔黄檗〕落叶乔木，木材坚硬
bo4	薄	草本	cb	bodcb	薄荷多年生草本植物
bo4	簸	农具	nj	bodnj	簸箕
bo4	擘	(四肢)		bod	大拇指
bo4	擘	四肢	sv	bodsv	大拇指
bo4	檗	木本	mb	bodmb	落叶乔木，木材坚硬
bo5	啵	[语助词]	y	bomy	用法与“吧”大致相同
bo5	卜	(菜蔬)		bom	萝卜
bo5	卜	菜蔬	cu	bomcu	萝卜
bu1	逋	(躲避)		bu	逃亡
bu1	逋	躲避	db	buldb	逃亡
bu1	钸	材料	cl	bulcl	金属板
bu1	晡	(时日)		bul	申时，即午后三点至五点
bu1	晡	时日	ur	bulur	申时，即午后三点至五点
bu2	醭	(隐花)		buk	醋或酱油等表面上长的白色霉
bu2	醭	隐花	yh	bukyh	醋或酱油等表面上长的白色霉
bu3	堡	乡村	xc	bufxc	有城墙的村镇，泛指村庄
bu3	卜	文化	wh	bufwh	推测出行事的吉凶
bu3	卟	[化学]	h	bufh	一种有机化合物
bu3	补	(劳作)		buf	把残破的东西加上材料修理完整
bu3	补	劳作	lz	buflz	把残破的东西加上材料修理完整
bu3	哺	日常	ri	bufri	喂不会取食的幼儿
bu3	捕	胁迫	xp	bufxp	捉，逮
bu4	不	(悖反)		bud	表示否定
bu4	不	(悖反)		bud	表示否定
bu4	不	悖反	bf	budbf	表示否定
bu4	布	服料	fl	budfl	棉、麻及棉型化学短纤维经纺纱后的织成物
bu4	步	奔走	bz	budbz	行走
bu4	怖	恐怖	kb	budkb	害怕
bu4	钚	元素	ys	budys	一种人造放射性金属元素Pu
bu4	部	区域	qy	budqy	全体中的一份区域
bu4	埠	交通	jt	budjt	停船的码头，靠近水的地方
bu4	瓿	盛器	iq	budiq	小瓮，圆口，深腹，圈足，用以盛物
bu4	簿	文具	wj	budwj	本子，册籍
bu4	埔	地名	dm	buddm	〔大埔〕地名，在广东
ca1	嚓	(拟词)		cal	物体摩擦的声音
ca1	嚓	拟词	nc	calnc	物体摩擦的声音
ca1	擦	(剥离)		ca	揩拭
ca1	擦	剥离	bl	calbl	揩拭
ca1	拆	破开	pk	calpk	把合在一起的弄开
ca3	礤	(物产)		caf	把瓜、萝卜等擦成丝的器具
ca3	礤	物产	wi	cafwi	把瓜、萝卜等擦成丝的器具
cai1	猜	(智慧)		cai	推测，推想
cai1	猜	智慧	vh	cailvh	推测，推想
cai2	才	(才能)		caik	能力
cai2	才	才能	cn	caikcn	能力
cai2	材	材料	cl	caikcl	木料，泛指一切原料或资料
cai2	财	财产	ci	caikci	金钱和物资
cai2	裁	劳作	lz	caiklz	用剪子剪布或用刀子割纸
cai3	采	(剥离)		caif	摘取
cai3	采	剥离	bl	caifbl	摘取
cai3	彩	外表	wb	caifwb	各种颜色交织
cai3	睬	沟通	gt	caifgt	理会，答理
cai3	踩	踩踏	ct	caifct	用脚登在上面
cai4	采	场所	is	caidis	古代卿大夫的封地
cai4	菜	(菜蔬)		caid	供作副食品的植物
cai4	菜	菜蔬	cu	caidcu	供作副食品的植物
cai4	蔡	历史	lu	caidlu	中国周代诸侯国名
can1	参	(社交)		can	加入在内
can1	参	社交	uj	canluj	加入在内
can1	骖	[哺乳]	b	canlb	古代驾在车前两侧的马
can1	餐	(嘴部)		canl	吃：餐具。餐厅
can1	餐	嘴部	zb	canlzb	吃：餐具。餐厅
can2	残	(侵害)		cank	害，毁坏
can2	残	侵害	qh	cankqh	害，毁坏
can2	蚕	[昆虫]	k	cankk	通常指“家蚕”，吃桑叶，吐丝做茧
can2	惭	羞愧	xk	cankxk	羞愧
can3	惨	(野蛮)		canf	狠，恶毒
can3	惨	野蛮	ym	canfym	狠，恶毒
can3	黪	色彩	sc	canfsc	昏暗
can4	灿	(光泽)		cand	〔灿烂〕光彩，耀眼
can4	灿	光泽	gz	candgz	〔灿烂〕光彩，耀眼
can4	粲	仪态	yt	candyt	鲜明
can4	璨	物产	wi	candwi	美玉
can4	掺	音乐	yy	candyy	古代一种鼓曲
can4	孱	性格	xg	candxg	方言，软弱无能的人
cang1	仓	(场所)		cag	收藏谷物的建筑物
cang1	仓	场所	is	caglis	收藏谷物的建筑物
cang1	伧	宣泄	xx	caglxx	古代讥人粗俗，鄙贱
cang1	沧	"色彩,排序"	scp	caglscp	暗绿色
cang1	苍	(色彩)		cagl	深青色，深绿色
cang1	苍	色彩	sc	caglsc	深青色，深绿色
cang1	舱	载具	zj	caglzj	船或飞机的内部
cang2	藏	(掩盖)		cagk	隐避起来
cang2	藏	掩盖	yg	cagkyg	隐避起来
cao1	操	(手控)		cao	拿，抓在手里
cao1	操	手控	uk	caoluk	拿，抓在手里
cao1	糙	(谷物)		caol	米脱壳而未舂的状态
cao1	糙	谷物	gw	caolgw	米脱壳而未舂的状态
cao2	曹	(类别)		caok	等，辈
cao2	曹	类别	lb	caoklb	等，辈
cao2	嘈	声音	uy	caokuy	杂乱，杂声
cao2	漕	[操作]	c	caokc	利用水道转运粮食
cao2	槽	器皿	qm	caokqm	长方形或正方形的较大的盛东西的器具
cao2	艚	载具	zj	caokzj	载货的木船，有货舱，舵前有住人的木房
cao2	螬	变态	bt	caokbt	〔蛴螬〕金龟子的幼虫
cao3	草	(生命)		caof	对高等植物中除了树木、庄稼、蔬菜以外的茎干柔软的植物的统称
cao3	草	生命	um	caofum	对高等植物中除了树木、庄稼、蔬菜以外的茎干柔软的植物的统称
ce4	册	文具	wj	cedwj	古代称编串好的竹简，现在指装潢好的纸本子
ce4	侧	方位	fw	cedfw	旁：侧面
ce4	厕	场所	is	cedis	厕所，大小便的地方。
ce4	恻	悲苦	bk	cedbk	悲痛
ce4	测	[操作]	c	cedc	利用仪器来度量
ce4	策	(智慧)		ced	计谋，主意，办法
ce4	策	智慧	vh	cedvh	计谋，主意，办法
cen1	参	(形态)		cen	〔参差〕长短不齐
cen1	参	形态	xt	cenlxt	〔参差〕长短不齐
cen2	岑	(地形)		cenk	小而高的山
cen2	岑	地形	dx	cenkdx	小而高的山
cen2	涔	灾难	zn	cenkzn	连续下雨，积水成涝
ceng1	噌	(拟词)		ceg	象声词
ceng1	噌	拟词	nc	ceglnc	象声词
ceng2	层	(汇集)		cegk	重复地
ceng2	层	汇集	hj	cegkhj	重复地
ceng2	曾	[副词]	f	cegkf	尝，表示从前经历过
ceng4	蹭	(接触)		cegd	磨，擦
ceng4	蹭	接触	ji	cegdji	磨，擦
cha1	嚓	拟词	nc	chalnc	短促的断裂；摩擦等声音
cha1	叉	"(工具,排序)"		cha	一头分歧便于扎取的器具
cha1	叉	"工具,排序"	gjp	chalgjp	一头分歧便于扎取的器具
cha1	杈	农具	nj	chalnj	一种用来挑柴草等的农具
cha1	插	切入	qr	chalqr	扎进去，把细长或薄的东西放进去
cha1	馇	劳作	lz	challz	熬东西时边煮边搅
cha1	馇	烹饪	pr	chalpr	熬东西时边煮边搅：馇粥
cha1	锸	工具	gj	chalgj	铁锹，掘土的工具
cha1	碴	仪态	yt	chalyt	〔胡子拉碴〕形容满脸胡子未加修饰
cha1	差	(差异)		chal	不同，不同之点
cha1	差	差异	iy	chaliy	不同，不同之点
cha1	喳	[拟词]	n	chaln	低语声：嘁嘁喳喳
cha2	叉	屏蔽	pb	chakpb	挡住，堵塞住，互相卡住
cha2	查	搜检	sj	chaksj	考察
cha2	茬	茎干	jg	chakjg	庄稼收割后余留在地里的短茎和根
cha2	茶	佐料	zl	chakzl	常绿灌木，叶长椭圆形，有锯齿
cha2	搽	涂敷	tf	chaktf	涂抹
cha2	猹	[哺乳]	b	chakb	獾类野兽
cha2	槎	载具	zj	chakzj	木筏
cha2	察	(察看)		chak	仔细看，调查研究
cha2	察	察看	ik	chakik	仔细看，调查研究
cha2	碴	侵害	qh	chakqh	碎片刺破皮肉
cha2	檫	木本	mb	chakmb	落叶乔木，叶大如手掌，总状花序，果实球形
cha2	楂	"茎干,排序"	jgp	chakjgp	水中木筏
cha3	叉	(扩张)		chaf	分开张开
cha3	叉	扩张	kv	chafkv	分开张开
cha3	衩	服装	fv	chaffv	裤衩
cha3	镲	乐器	yq	chafyq	小钹
cha4	叉	动作	dz	chaddz	劈叉
cha4	杈	掩盖	yg	chadyg	树枝的分岔，树干的分枝
cha4	衩	衣位	yw	chadyw	衣服旁边开口的地方
cha4	汊	流体	lt	chadlt	河流的分岔
cha4	岔	形态	xt	chadxt	山脉分歧的地方，亦指道路、河流分歧的地方
cha4	诧	惊奇	jq	chadjq	惊讶，觉得奇怪
cha4	姹	观念	gn	chadgn	美丽
cha4	差	(评判)		chad	不好，不够标准
cha4	差	评判	pp	chadpp	不好，不够标准
cha4	刹	田园	ty	chadty	佛教的寺庙不好
chai1	差	(委派)		chail	派遣
chai1	差	委派	wp	chailwp	派遣
chai1	拆	(破开)		chai	把合在一起的弄开
chai1	拆	破开	pk	chailpk	把合在一起的弄开
chai1	钗	佩<配>饰	pu	chailpu	妇女的一种首饰，由两股簪子合成
chai2	侪	[量词]	l	chaikl	等辈，同类的人们
chai2	柴	(能源)		chaik	烧火用的草木
chai2	柴	能源	ny	chaikny	烧火用的草木
chai2	豺	[哺乳]	b	chaikb	哺乳动物，贪食，残暴，常成群侵袭家畜
chai4	虿	(虫子)		chaid	古书上说的蝎子一类的毒虫
chai4	虿	虫子	iz	chaidiz	古书上说的蝎子一类的毒虫
chai4	瘥	境况	jk	chaidjk	病愈
chan1	觇	眼部	yb	chanlyb	看，偷偷地察看
chan1	掺	(汇集)		chan	把一种东西混合到另一种东西里去
chan1	掺	汇集	hj	chanlhj	把一种东西混合到另一种东西里去
chan1	搀	(力量)		chanl	在旁边用力支撑扶助
chan1	搀	力量	ll	chanlll	在旁边扶助
chan2	婵	仪态	yt	chankyt	〔婵娟〕姿态美好
chan2	谗	谴责	qz	chankqz	在别人面前说陷害某人的坏话
chan2	孱	差异	iy	chankiy	软弱，弱小
chan2	禅	智慧	vh	chankvh	佛教指静思
chan2	馋	体感	tg	chanktg	贪吃，专爱吃好的
chan2	缠	(缠绕)		chank	绕，围绕
chan2	缠	缠绕	ir	chankir	绕，围绕
chan2	蝉	[昆虫]	k	chankk	昆虫，种类很多，雄的腹面有发声器，叫的声音很大
chan2	廛	房子	fz	chankfz	古代城市平民的房地
chan2	潺	[拟词]	n	chankn	水缓流的声音
chan2	镡	[祖姓]	z	chankz	姓氏
chan2	蟾	两栖	lq	chanklq	〔蟾蜍〕两栖动物，皮上有许多疙瘩，内有毒腺，形状像蛙
chan2	躔	固象	gx	chankgx	天体的运行。
chan2	单	称谓	iw	chankiw	中国古代匈奴君主的称号
chan2	澶	地名	dm	chankdm	〔澶渊〕古地名，在安徽省萧山市一带
chan3	产	(本能)		chanf	人或动物生子
chan3	产	(本能)		chanf	人或动物生子
chan3	产	本能	bn	chanfbn	人或动物生子
chan3	谄	谋求	mq	chanfmq	奉承，巴结
chan3	铲	工具	gj	chanfgj	削平东西或把东西取上来器具
chan3	阐	叙述	xu	chanfxu	说明，表明
chan3	蒇	做事	zu	chanfzu	完成，解决
chan3	冁	"宣泄,样貌"	xxy	chanfxxy	笑的样子
chan3	骣	[操作]	c	chanfc	骑马不加鞍辔
chan4	忏	羞愧	xk	chandxk	〔忏悔〕认识了过去的错误或罪过而感觉痛心
chan4	颤	(波动)		chand	物体振动
chan4	颤	波动	bd	chandbd	物体振动
chan4	羼	汇集	hj	chandhj	搀杂
chang1	伥	信仰	xy	chaglxy	〔伥鬼〕古代传说中被老虎咬死的人变成鬼又助虎伤人
chang1	昌	(猛烈)		chag	古同“猖”，凶猛
chang1	昌	猛烈	ml	chaglml	古同“猖”，凶猛
chang1	娼	角色	js	chagljs	古同“倡”，唱戏的女子
chang1	猖	(野蛮)		chagl	纵恣狂妄
chang1	猖	野蛮	ym	chaglym	纵恣狂妄
chang1	菖	草本	cb	chaglcb	〔菖蒲〕多年生草本植物
chang1	阊	传统	it	chaglit	〔阊阖〕皇宫的正门
chang1	鲳	鱼类	yl	chaglyl	〔鲳鱼〕体侧扁而高，没有腹鳍，背部青白色，鳞细
chang2	长	(差异)		chagk	长度大，与“短”相对，指空间，亦指时间
chang2	长	差异	iy	chagkiy	长度大，与“短”相对，指空间，亦指时间
chang2	肠	器官	qg	chagkqg	人或动物内脏之一
chang2	苌	[祖姓]	z	chagkz	姓氏
chang2	尝	嘴部	zb	chagkzb	辨别滋味
chang2	偿	[交易]	j	chagkj	归还，补还
chang2	常	[副词]	f	chagkf	时时，不只一次
chang2	徜	动态	dt	chagkdt	〔徜徉〕徘徊，盘旋；自由自在来回地走。
chang2	嫦	信仰	xy	chagkxy	〔嫦娥〕神话中住在月亮里的仙女
chang2	场	田园	ty	chagkty	平坦的空地，多指农家翻晒粮食及脱粒的地方
chang2	裳	服装	fv	chagkfv	古代指遮蔽下体的衣裙
chang2	倘	"动态,排序"	dtp	chagkdtp	〔倘佯〕同〔徜徉〕徘徊，盘旋；自由自在来回地走。
chang3	厂	场所	is	chagfis	指用机械制造生产资料或生活资料的工场
chang3	场	(区域)		chagf	处所，许多人聚集或活动的地方
chang3	场	区域	qy	chagfqy	处所，许多人聚集或活动的地方
chang3	昶	时日	ur	chagfur	白天时间长
chang3	惝	[思绪]	s	chagfs	失意的样子
chang3	敞	公开	gk	chagfgk	（房屋、庭院等）没有遮蔽
chang3	氅	服装	fv	chagffv	大衣，外套
chang4	怅	[思绪]	s	chagds	失意，不痛快
chang4	畅	钻过	zg	chagdzg	没有阻碍地
chang4	倡	操控	ck	chagdck	发动，首先提出
chang4	鬯	祭品	jp	chagdjp	古代祭祀用的酒，用郁金草酿黑黍而成
chang4	唱	(才艺)		chagd	依照乐律发声
chang4	唱	才艺	cy	chagdcy	依照乐律发声
chao1	抄	传媒	im	chaolim	誊写，照原文写
chao1	怊	悲苦	bk	chaolbk	悲，怅
chao1	钞	(财产)		chaol	纸币
chao1	钞	财产	ci	chaolci	纸币
chao1	焯	烹饪	pr	chaolpr	把蔬菜放到沸水中略微一煮就捞出来
chao1	超	(相对)		chao	越过，高出
chao1	超	相对	xd	chaolxd	越过，高出
chao1	吵	声音	uy	chaoluy	声音杂乱搅扰人
chao1	绰	指法	vf	chaolvf	匆忙地抓起，拿起
chao1	剿	模仿	mf	chaolmf	以别人的语言文句作为自己的
chao2	晁	[祖姓]	z	chaokz	姓氏
chao2	巢	场所	is	chaokis	鸟搭的窝，亦指蜂、蚁等动物的窝
chao2	朝	(相对)		chaok	向着，对着
chao2	朝	相对	xd	chaokxd	向着，对着
chao2	嘲	宣泄	xx	chaokxx	讥笑，拿人取笑
chao2	潮	水文	uw	chaokuw	海水因为受了日月的引力而定时涨落的现象
chao3	吵	声音	uy	chaofuy	声音杂乱搅扰人
chao3	炒	(烹饪)		chaof	把东西放在锅里搅拌着弄熟
chao3	炒	烹饪	pr	chaofpr	把东西放在锅里搅拌着弄熟
chao4	耖	(农具)		chaod	在耕、耙地以后用的一种把土弄得更细的农具
chao4	耖	农具	nj	chaodnj	在耕、耙地以后用的一种把土弄得更细的农具
che1	车	(车辆)		che	陆地上有轮子的交通工具
che1	车	车辆	il	chelil	陆地上有轮子的交通工具
che1	砗	(虫子)		chel	〔砗磲〕软体动物
che1	砗	虫子	iz	cheliz	〔砗磲〕软体动物
che3	扯	(搬运)		chef	拉：扯住不放
che3	扯	搬运	by	chefby	拉：扯住不放
che3	尺	音乐	yy	chefyy	中国古代乐谱的记音符号，相当于简谱的“2”
che4	彻	(钻过)		ched	通，透
che4	彻	钻过	zg	chedzg	通，透
che4	坼	变化	bh	chedbh	裂开
che4	掣	搬运	by	chedby	拉，拽
che4	撤	抛弃	pq	chedpq	免除，除去
che4	澈	纯粹	ic	chedic	水清：清澈
chen1	抻	(变形)		chenl	扯，拉长
chen1	抻	变形	bx	chenlbx	扯，拉长
chen1	郴	府县	fx	chenlfx	〔郴州〕地名，在中国湖南省
chen1	琛	玩物	ww	chenlww	珍宝
chen1	嗔	(恼怒)		chen	怒，生气
chen1	嗔	恼怒	nn	chenlnn	怒，生气
chen2	尘	粉尘	fi	chenkfi	飞扬的灰土
chen2	臣	角色	js	chenkjs	君主时代的官吏，有时亦包括百姓
chen2	忱	[思绪]	s	chenks	真诚的情意
chen2	沉	下沉	xi	chenkxi	没入水中，与“浮”相对
chen2	辰	类别	lb	chenklb	地支的第五位，属龙
chen2	陈	(操作)		chenk	排列，摆设
chen2	陈	操作	cz	chenkcz	排列，摆设
chen2	宸	房子	fz	chenkfz	屋宇，深邃的房屋
chen2	晨	时日	ur	chenkur	清早，太阳出来的时候
chen2	谌	认同	rt	chenkrt	相信
chen2	沈	"下沉,排序"	xip	chenkxip	同“沉”没入水中，与“浮”相对
chen3	碜	(汇集)		chenf	东西里夹杂着沙子
chen3	碜	汇集	hj	chenfhj	东西里夹杂着沙子
chen4	衬	(操作)		chend	在里面再托上一层
chen4	衬	操作	cz	chendcz	在里面再托上一层
chen4	称	[评判]	p	chendp	赞扬：称道
chen4	龀	本能	bn	chendbn	小孩换牙
chen4	趁	方法	ff	chendff	利用时间、机会
chen4	榇	墓葬	mz	chendmz	棺材
chen4	谶	文化	wh	chendwh	迷信的人指将要应验的预言、预兆
chen5	伧	(观念)		chenm	寒伧
chen5	伧	观念	gn	chenmgn	寒伧
cheng1	噌	[拟词]	n	chegln	象声词
cheng1	称	(操作)		cheg	量轻重
cheng1	称	操作	cz	cheglcz	量轻重
cheng1	柽	木本	mb	cheglmb	〔柽柳〕落叶灌木
cheng1	蛏	虫子	iz	chegliz	〔蛏子〕软体动物
cheng1	铛	炊具	ij	cheglij	烙饼或做菜用的平底浅锅
cheng1	撑	(力量)		chegl	支着，支持
cheng1	撑	力量	ll	cheglll	支着，支持
cheng1	瞠	眼部	yb	cheglyb	直看，瞪着眼睛
cheng2	丞	保卫	bw	chegkbw	帮助，辅佐
cheng2	成	末尾	mw	chegkmw	做好，做完
cheng2	呈	公开	gk	chegkgk	显出，露出
cheng2	承	力量	ll	chegkll	在下面接受，托着
cheng2	枨	土建	tj	chegktj	古代门两旁所竖的长木柱，用以防止车过触门
cheng2	诚	文明	wm	chegkwm	真心：诚恳
cheng2	城	传统	it	chegkit	围绕都市的高墙
cheng2	乘	(姿态)		chegk	骑，坐
cheng2	乘	姿态	zt	chegkzt	骑，坐
cheng2	埕	田园	ty	chegkty	中国福建和广东沿海一带饲养蛏类的田
cheng2	铖	[名称]	m	chegkm	古人名用字
cheng2	惩	处分	if	chegkif	处罚，警戒
cheng2	程	交通	jt	chegkjt	道路的段落
cheng2	裎	仪态	yt	chegkyt	古代一种对襟单衣
cheng2	塍	区域	qy	chegkqy	田间的土埂子，小堤
cheng2	酲	知觉	vj	chegkvj	喝醉了神志不清
cheng2	澄	纯粹	ic	chegkic	水静而清
cheng2	橙	果品	gp	chegkgp	常绿乔木或灌木，果实称“橙子”
cheng2	盛	包装	bv	chegkbv	把东西放进去
cheng3	裎	仪态	yt	chegfyt	古代一种对襟单衣
cheng3	逞	(公开)		chegf	显示，施展，炫耀，卖弄
cheng3	逞	公开	gk	chegfgk	显示，施展，炫耀，卖弄
cheng3	骋	奔走	bz	chegfbz	奔跑
cheng4	称	"量具,排序"	ljp	chegdljp	衡量轻重的器具
cheng4	秤	(量具)		chegd	衡量轻重的器具
cheng4	秤	量具	lj	chegdlj	衡量轻重的器具
chi1	吃	(嘴部)		chi	把东西送进口中咽下，或依靠某种事物生活
chi1	吃	嘴部	zb	chilzb	把东西送进口中咽下，或依靠某种事物生活
chi1	哧	[拟词]	n	chiln	象声词：哧哧地笑
chi1	蚩	"才情,排序"	cqp	chilcqp	无知，痴愚
chi1	鸱	鸟类	nl	chilnl	古书上指鹞鹰
chi1	眵	排泄	px	chilpx	眼睛分泌出来的液体凝结成的淡黄色的东西。俗称“眼屎”
chi1	笞	处分	if	chilif	用鞭杖或竹板打
chi1	嗤	宣泄	xx	chilxx	讥笑
chi1	媸	观念	gn	chilgn	相貌丑陋，与“妍”相对
chi1	痴	(才情)		chil	傻，无知
chi1	痴	才情	cq	chilcq	傻，无知
chi1	螭	神话	uh	chiluh	古代传说中一种没有角的龙
chi1	魑	信仰	xy	chilxy	〔魑魅〕传说中指山林里能害人的怪物
chi2	弛	松弛	si	chiksi	放松，松懈，解除
chi2	池	流体	lt	chiklt	水塘，多指人工挖的
chi2	驰	奔走	bz	chikbz	车马等奔跑
chi2	迟	次序	cx	chikcx	"慢，缓,比规定的时间或合适的时间靠后"
chi2	茌	地名	dm	chikdm	〔茌平〕地名，在山东省
chi2	持	(手控)		chik	拿着，握住
chi2	持	手控	uk	chikuk	拿着，握住
chi2	匙	餐具	cj	chikcj	舀汤用的小勺子
chi2	墀	土建	tj	chiktj	台阶上的空地，亦指台阶
chi2	踟	动态	dt	chikdt	踟蹰〕心里犹豫，要走不走的样子
chi2	篪	乐器	yq	chikyq	古代一种用竹管制成像笛子一样的乐器
chi2	坻	近水	ju	chikju	水中的小块高地
chi3	尺	(衡量)		chif	量长度的器具
chi3	尺	衡量	hl	chifhl	量长度的器具
chi3	侈	物欲	wy	chifwy	浪费，用财物过度
chi3	齿	器官	qg	chifqg	人和动物嘴里咀嚼食物的器官（通常称“牙”）
chi3	耻	羞愧	xk	chifxk	羞愧，羞辱
chi3	豉	菜饭	cf	chifcf	〔豆豉〕一种用熟的黄豆或黑豆经发酵后制成的食品。
chi3	褫	处分	if	chifif	剥夺
chi4	彳	动态	dt	chiddt	〔彳亍〕慢慢走，走走停停的样子。
chi4	叱	宣泄	xx	chidxx	大声呵斥
chi4	斥	谴责	qz	chidqz	责备
chi4	赤	(色彩)		chid	红色，比朱色稍暗的颜色
chi4	赤	色彩	sc	chidsc	红色，比朱色稍暗的颜色
chi4	饬	做事	zu	chidzu	整顿，使整齐
chi4	炽	猛烈	ml	chidml	热烈旺盛
chi4	翅	四肢	sv	chidsv	鸟和昆虫等用来飞行的器官
chi4	敕	操控	ck	chidck	帝王的诏书、命令
chi4	啻	[副词]	f	chidf	但，只
chi4	傺	悲苦	bk	chidbk	〔侘傺〕失意的样子
chi4	瘛	疾病	jb	chidjb	〔瘛疭〕中医指手脚痉挛，因歪眼斜的症状
chong1	充	(容量)		chog	满、足
chong1	充	容量	rl	choglrl	满、足
chong1	冲	(流动)		chogl	用水或酒浇注，水撞击
chong1	冲	流动	ld	choglld	用水或酒浇注，水撞击
chong1	忡	忧愁	yi	choglyi	〔忡忡〕忧虑不安的样子
chong1	茺	草本	cb	choglcb	〔茺蔚〕益母草，一种中药草，多用治妇科病
chong1	舂	劳作	lz	chogllz	把东西放在石臼或乳钵里捣掉皮壳或捣碎
chong1	憧	[思绪]	s	chogls	心意不定
chong1	艟	载具	zj	choglzj	〔艨艟〕古代战船
chong1	涌	流体	lt	chogllt	水由下向上冒出来
chong2	虫	(生命)		chogk	节肢动物的一类
chong2	虫	生命	um	chogkum	节肢动物的一类
chong2	崇	空间	kj	chogkkj	高：崇山峻岭
chong2	种	[祖姓]	z	chogkz	姓氏
chong2	重	次序	cx	chogkcx	重复
chong3	宠	(好感)		chogf	爱：宠爱
chong3	宠	好感	hg	chogfhg	爱：宠爱
chong4	冲	(相对)		chogd	对着，向着
chong4	冲	相对	xd	chogdxd	对着，向着
chong4	铳	兵器	bq	chogdbq	旧时指枪一类的火器
chou1	抽	(剥离)		chou	把中间的取出
chou1	抽	剥离	bl	choulbl	把中间的取出
chou1	瘳	(境况)		choul	病愈
chou1	瘳	境况	jk	chouljk	病愈
chou2	仇	仇恨	ih	choukih	深切的怨恨
chou2	俦	友人	yr	choukyr	同辈，伴侣
chou2	帱	用具	yj	choukyj	帐子
chou2	惆	悲苦	bk	choukbk	〔惆惋〕悲叹，惋惜
chou2	绸	服料	fl	choukfl	一种薄而软的丝织品
chou2	畴	田园	ty	choukty	田地
